Pal_ID	Ide_ID	Ssu_ID	Ptr_ID	Pag_ID	Peu_ID	Pde_ID
Palv2-32722	Ide2-30901	-	Potri.008G178600	PAxG08Gg0155700	Peu2-12990	Pde08A004170
Palv2-32723	Ide2-30896	-	Potri.008G178400	PAxG08Gg0155600	Peu2-12991	Pde08A004190
Palv2-32724	Ide2-30895	-	Potri.008G178300	-	Peu2-12992	Pde08A004200
Palv2-32725	Ide2-30894	-	Potri.008G178200	PAxG08Gg0155400	Peu2-12993	Pde08A004210
Palv2-32726	Ide2-30893	-	Potri.008G178100	PAxG08Gg0155200	Peu2-12994	Pde08A004220
Palv2-32727	Ide2-30892	-	Potri.008G178000	PAxG08Gg0155100	Peu2-12995	-
Palv2-32728	Ide2-35841	-	-	-	-	-
Palv2-32729	Ide2-30891	-	Potri.008G177900	-	Peu2-12996	Pde08A004230
Palv2-32730	Ide2-30889	-	Potri.008G177801	PAxG08Gg0155000	-	Pde08A004240
Palv2-32731	-	-	-	-	-	Pde08A004260
Palv2-32732	Ide2-30888	-	Potri.008G177700	PAxG10Gg0049100	Peu2-12998	Pde08A004270
Palv2-32733	Ide2-30887	-	Potri.008G177500	PAxG08Gg0154900	Peu2-12999	Pde08A004280
Palv2-32734	Ide2-30886	-	Potri.008G177400	PAxG08Gg0154800	Peu2-13000	Pde08A004290
Palv2-32735	Ide2-30884	-	Potri.008G177200	PAxG08Gg0154400	Peu2-13003	Pde08A004310
Palv2-32736	Ide2-30883	-	Potri.008G177100	-	Peu2-13004	Pde08A004320
Palv2-32737	Ide2-30882	-	Potri.008G177000	PAxG08Gg0154200	Peu2-13005	-
Palv2-32738	Ide2-30881	-	Potri.008G176900	PAxG08Gg0154100	Peu2-13007	Pde08A004330
Palv2-32739	-	-	Potri.008G176700	-	-	Pde08A004340
Palv2-32740	Ide2-30880	-	Potri.008G176500	-	Peu2-13009	Pde08A004350
Palv2-32741	Ide2-30878	-	Potri.008G176300	PAxG08Gg0153900	Peu2-13011	Pde08A004360
Palv2-32742	-	-	-	PAxG08Gg0153800	-	-
Palv2-32743	-	-	-	-	Peu2-13013	Pde08A004370
Palv2-32744	Ide2-30876	-	Potri.008G176000	-	Peu2-13014	Pde08A004380
Palv2-32745	-	-	-	-	-	-
Palv2-32746	Ide2-30875	-	Potri.008G175775	PAxG08Gg0153700	Peu2-13015	Pde08A004390
Palv2-32747	Ide2-30873	-	Potri.008G175500	PAxG08Gg0153500	Peu2-13016	-
Palv2-32748	Ide2-30870	EVM0009410	Potri.008G175400	PAxG08Gg0153400	Peu2-13017	Pde08A004420
Palv2-32749	Ide2-30869	EVM0011493	Potri.008G175301	PAxG08Gg0153300	Peu2-13018	Pde08A004430
Palv2-32750	Ide2-30868	-	Potri.008G175200	PAxG08Gg0153200	Peu2-13019	Pde08A004440
Palv2-32751	Ide2-30866	EVM0025642	Potri.008G175100	PAxG08Gg0153100	Peu2-13020	-
Palv2-32752	-	-	-	-	Peu2-13023	-
Palv2-32753	-	-	-	-	-	-
Palv2-32754	Ide2-30865	-	Potri.008G174900	-	Peu2-13024	-
Palv2-32755	Ide2-30864	-	Potri.008G174800	PAxG08Gg0152900	Peu2-13027	Pde08A004450
Palv2-32756	Ide2-30863	-	Potri.008G174600	-	Peu2-13028	Pde08A004460
Palv2-32758	Ide2-03915	-	Potri.011G000200	PAxG11Gg0000400	-	Pde11A000020
Palv2-32759	Ide2-03914	-	Potri.011G000400	PAxG11Gg0000500	-	Pde11A000030
Palv2-32760	-	-	-	-	-	-
Palv2-32761	-	-	Potri.011G000700	-	Peu2-17229	Pde11A000050
Palv2-32762	-	-	-	PAxG11Gg0000800	Peu2-17228	Pde11A000060
Palv2-32763	-	-	-	-	-	-
Palv2-32764	Ide2-03912	-	Potri.011G000900	PAxG11Gg0000900	Peu2-17227	Pde11A000070
Palv2-32765	Ide2-03911	EVM0030299	Potri.011G001000	PAxG11Gg0001000	Peu2-17226	Pde11A000080
Palv2-32766	Ide2-03910	-	Potri.011G001100	PAxG11Gg0001400	Peu2-17225	Pde11A000090
Palv2-32767	-	-	-	-	-	-
Palv2-32768	Ide2-23191	-	Potri.004G017800	PAxG11Gg0001500	Peu2-17224	Pde04A020860
Palv2-32769	Ide2-03904	EVM0014165	Potri.011G001800	PAxG11Gg0001600	Peu2-17220	Pde11A000150
Palv2-32770	-	-	-	-	-	-
Palv2-32771	Ide2-03901	-	Potri.011G001901	PAxG11Gg0001900	-	Pde11A000170
Palv2-32772	Ide2-03899	-	Potri.011G002100	PAxG11Gg0002100	Peu2-17218	Pde11A000200
Palv2-32773	Ide2-03898	-	Potri.011G002200	PAxG11Gg0002200	Peu2-17217	Pde11A000210
Palv2-32774	Ide2-03897	EVM0028448	-	-	-	-
Palv2-32775	Ide2-03895	-	Potri.011G002400	PAxG11Gg0002300	Peu2-17216	Pde11A000220
Palv2-32776	-	EVM0032336	Potri.011G002500	-	Peu2-17215	Pde11A000240
Palv2-32777	Ide2-03893	EVM0002736	Potri.011G002600	-	Peu2-17213	Pde11A000260
Palv2-32778	-	-	-	-	-	-
Palv2-32779	-	-	-	-	-	-
Palv2-32780	Ide2-03890	-	Potri.011G002700	-	Peu2-17212	Pde11A000270
Palv2-32781	Ide2-03891	EVM0004239	Potri.011G002900	PAxG11Gg0002600	Peu2-17210	Pde11A000290
Palv2-32782	Ide2-03886	EVM0031720	Potri.011G003000	-	Peu2-17209	-
Palv2-32783	Ide2-03884	EVM0027620	Potri.011G003200	PAxG11Gg0002800	Peu2-17208	Pde11A000330
Palv2-32784	Ide2-03883	EVM0016745	Potri.011G003300	PAxG11Gg0003000	Peu2-17207	Pde11A000350
Palv2-32785	Ide2-03882	EVM0037704	Potri.011G003400	-	Peu2-17204	Pde11A000370
Palv2-32786	-	-	-	PAxG11Gg0003200	-	Pde11A000380
Palv2-32787	Ide2-03879	EVM0002971	Potri.011G003500	PAxG04Gg0010800	Peu2-17203	Pde11A000390
Palv2-32788	Ide2-03878	-	-	-	-	-
Palv2-32789	-	-	Potri.011G003700	-	-	-
Palv2-32790	-	-	-	-	-	-
Palv2-32791	-	-	Potri.011G003800	-	-	-
Palv2-32792	Ide2-03877	EVM0035058	-	-	Peu2-17201	Pde11A000410
Palv2-32793	Ide2-03875	-	-	-	Peu2-17200	Pde11A000430
Palv2-32794	Ide2-03872	EVM0016199	-	PAxG11Gg0003900	Peu2-17198	-
Palv2-32795	Ide2-03871	-	-	-	Peu2-17197	Pde11A000440
Palv2-32796	Ide2-03869	EVM0002768	Potri.011G004100	PAxG11Gg0004400	Peu2-17195	Pde11A000500
Palv2-32797	Ide2-03868	EVM0008118	Potri.011G004200	PAxG11Gg0004500	Peu2-17194	Pde11A000510
Palv2-32798	-	-	-	-	-	-
Palv2-32799	Ide2-03866	EVM0034458	Potri.011G004300	PAxG11Gg0004900	Peu2-17192	Pde11A000520
Palv2-32800	-	-	Potri.011G004400	-	Peu2-17191	Pde11A000530
Palv2-32801	Ide2-03865	EVM0019238	Potri.011G004500	PAxG11Gg0005100	Peu2-17189	Pde11A000540
Palv2-32802	-	-	-	-	Peu2-17188	-
Palv2-32803	Ide2-03864	EVM0039022	Potri.011G004700	PAxG11Gg0005200	Peu2-17187	Pde11A000560
Palv2-32804	Ide2-03862	EVM0038047	Potri.011G004800	-	Peu2-17186	Pde11A000570
Palv2-32805	Ide2-03827	-	Potri.011G004900	-	-	Pde11A000580
Palv2-32806	Ide2-03859	EVM0014918	-	-	Peu2-17185	Pde11A000600
Palv2-32807	Ide2-03836	-	-	-	-	Pde11A000640
Palv2-32808	Ide2-03809	-	Potri.011G005300	-	-	Pde11A000650
Palv2-32809	Ide2-03830	-	Potri.011G005400	-	-	-
Palv2-32810	Ide2-03860	-	-	-	-	Pde11A000670
Palv2-32811	Ide2-03825	-	Potri.011G005500	-	-	Pde11A000680
Palv2-32812	-	-	Potri.011G005601	-	-	Pde11A000690
Palv2-32813	Ide2-03814	-	-	-	-	-
Palv2-32814	-	-	Potri.011G005900	PAxG11Gg0005500	-	Pde11A000720
Palv2-32815	-	-	Potri.011G005700	-	-	Pde11A000730
Palv2-32816	-	-	-	-	-	-
Palv2-32817	-	-	-	-	Peu2-17182	Pde11A000740
Palv2-32818	Ide2-03849	-	-	-	-	Pde11A000810
Palv2-32819	Ide2-03807	EVM0032260	Potri.011G006100	-	Peu2-17181	Pde11A000870
Palv2-32820	Ide2-03806	-	Potri.011G006200	-	Peu2-17180	Pde11A000880
Palv2-32821	-	EVM0013089	Potri.011G006350	PAxG11Gg0006500	Peu2-17179	Pde11A000900
Palv2-32822	-	-	-	-	-	-
Palv2-32823	Ide2-03803	EVM0016720	Potri.011G006700	-	Peu2-17178	Pde11A000910
Palv2-32824	Ide2-03802	EVM0034862	Potri.011G006800	PAxG11Gg0006800	Peu2-17177	Pde11A000920
Palv2-32825	Ide2-03801	EVM0034855	Potri.011G006900	PAxG11Gg0007000	Peu2-17176	Pde11A000930
Palv2-32826	Ide2-03800	EVM0031557	Potri.011G007000	PAxG11Gg0007100	Peu2-17175	Pde11A000940
Palv2-32827	-	-	-	-	-	-
Palv2-32828	Ide2-03795	EVM0000998	Potri.011G007100	PAxG11Gg0007200	Peu2-17174	Pde11A000950
Palv2-32829	Ide2-03794	EVM0008917	Potri.011G007200	PAxG11Gg0007300	Peu2-17172	Pde11A000960
Palv2-32830	Ide2-03793	EVM0004573	Potri.011G007400	PAxG11Gg0007400	Peu2-17171	Pde11A000970
Palv2-32831	Ide2-03792	EVM0034772	Potri.011G007600	-	Peu2-17170	Pde11A000980
Palv2-32832	Ide2-03791	EVM0029550	Potri.011G007800	PAxG11Gg0007700	Peu2-17169	Pde11A000990
Palv2-32833	-	-	-	-	-	-
Palv2-32834	-	-	-	-	-	-
Palv2-32835	-	-	Potri.011G009400	-	-	Pde11A001610
Palv2-32836	-	-	-	-	-	-
Palv2-32837	-	-	Potri.011G009000	-	-	-
Palv2-32838	Ide2-03790	EVM0032525	Potri.011G007900	PAxG11Gg0007800	Peu2-17168	Pde11A001010
Palv2-32839	Ide2-03789	EVM0021512	Potri.011G008000	PAxG11Gg0007900	Peu2-17167	-
Palv2-32840	Ide2-03776	-	Potri.011G008228	-	Peu2-17165	Pde11A001060
Palv2-32841	-	-	-	-	-	-
Palv2-32842	-	-	-	-	-	-
Palv2-32843	-	-	-	-	-	-
Palv2-32844	-	-	Potri.006G282900	-	-	Pde11A001590
Palv2-32845	Ide2-03785	EVM0011353	Potri.011G008292	PAxG11Gg0008600	Peu2-17134	Pde11A001150
Palv2-32846	Ide2-03779	-	Potri.011G008420	-	-	-
Palv2-32847	Ide2-03784	-	Potri.011G008484	-	Peu2-17138	Pde11A001180
Palv2-32848	-	-	-	-	-	Pde11A001200
Palv2-32849	-	-	Potri.011G008548	-	-	-
Palv2-32850	-	-	-	-	-	-
Palv2-32851	Ide2-03780	EVM0017854	Potri.006G283000	-	Peu2-17162	Pde11A001210
Palv2-32852	-	-	-	-	-	-
Palv2-32853	-	EVM0013486	Potri.011G008804	-	Peu2-17161	Pde11A001250
Palv2-32854	-	EVM0017976	Potri.011G009100	-	Peu2-17159	Pde11A001260
Palv2-32855	-	EVM0005913	-	-	-	-
Palv2-32856	-	EVM0012675	Potri.011G015050	-	Peu2-17157	-
Palv2-32857	Ide2-03774	EVM0025770	Potri.011G009500	PAxG11Gg0009400	-	Pde11A001290
Palv2-32858	Ide2-03773	EVM0036051	Potri.011G009600	PAxG11Gg0009500	-	Pde11A001300
Palv2-32859	-	-	-	-	-	-
Palv2-32860	Ide2-03772	EVM0017498	Potri.011G009700	PAxG11Gg0009600	Peu2-17155	Pde11A001310
Palv2-32861	Ide2-03771	EVM0012070	Potri.011G009801	-	Peu2-17154	Pde11A001320
Palv2-32862	-	-	-	-	-	-
Palv2-32863	-	-	Potri.011G010100	PAxG11Gg0009900	Peu2-17153	Pde11A001340
Palv2-32864	Ide2-03769	-	Potri.011G010200	-	Peu2-17152	Pde11A001350
Palv2-32865	Ide2-03768	EVM0028877	Potri.011G010300	-	Peu2-17151	Pde11A001360
Palv2-32866	-	-	Potri.011G010400	-	-	Pde11A001370
Palv2-32867	Ide2-03767	EVM0034517	Potri.011G010500	PAxG11Gg0010200	Peu2-17149	Pde11A001380
Palv2-32868	Ide2-03766	EVM0023512	Potri.011G010600	PAxG11Gg0010300	Peu2-17148	Pde11A001400
Palv2-32869	Ide2-03765	EVM0011167	Potri.011G010700	PAxG11Gg0010400	Peu2-17147	Pde11A001410
Palv2-32870	Ide2-03764	EVM0003978	Potri.011G010901	-	Peu2-17146	-
Palv2-32871	-	-	-	-	-	-
Palv2-32872	Ide2-03762	EVM0020641	Potri.011G011101	-	Peu2-17144	Pde11A001430
Palv2-32873	-	-	-	-	-	Pde11A001440
Palv2-32874	Ide2-03761	EVM0037443	Potri.011G011300	-	Peu2-17142	Pde11A001460
Palv2-32875	Ide2-03760	EVM0040641	Potri.011G011400	-	Peu2-17141	Pde11A001470
Palv2-32876	-	-	Potri.011G012750	PAxG11Gg0010800	-	-
Palv2-32877	-	-	-	-	-	-
Palv2-32878	-	-	Potri.011G013225	PAxG11Gg0008200	Peu2-17140	-
Palv2-32879	-	-	Potri.006G282100	-	-	-
Palv2-32880	-	-	-	-	Peu2-17137	-
Palv2-32881	Ide2-03759	EVM0018018	Potri.011G015500	-	Peu2-17131	Pde11A001640
Palv2-32882	Ide2-03758	EVM0037980	Potri.011G015600	PAxG11Gg0011000	Peu2-17130	Pde11A001650
Palv2-32883	-	-	-	-	-	-
Palv2-32884	-	-	Potri.011G015700	-	Peu2-17129	Pde11A001660
Palv2-32885	-	-	Potri.004G003650	PAxG11Gg0011500	Peu2-12509	Pde11A001670
Palv2-32886	-	-	-	-	-	-
Palv2-32887	-	-	-	-	-	-
Palv2-32888	-	-	-	-	-	-
Palv2-32889	-	-	-	-	-	-
Palv2-32890	-	-	-	-	-	-
Palv2-32891	-	EVM0026947	-	-	Peu2-17127	-
Palv2-32892	-	-	-	-	-	-
Palv2-32893	-	-	Potri.011G016100	-	-	-
Palv2-32895	-	-	Potri.011G015900	-	-	-
Palv2-32896	-	-	-	-	-	-
Palv2-32897	Ide2-03756	EVM0022178	Potri.011G016000	-	Peu2-17120	-
Palv2-32898	-	EVM0040916	-	-	-	-
Palv2-32899	-	EVM0032415	Potri.011G016400	-	Peu2-17119	Pde11A001690
Palv2-32900	Ide2-03754	EVM0029018	Potri.011G016966	-	Peu2-17115	Pde11A001700
Palv2-32901	-	EVM0004390	Potri.011G019500	-	Peu2-17114	Pde11A001730
Palv2-32902	-	-	-	-	-	-
Palv2-32903	Ide2-03753	EVM0018619	Potri.011G019600	-	Peu2-17113	Pde11A001740
Palv2-32904	-	-	-	-	Peu2-17111	-
Palv2-32905	-	-	-	-	-	-
Palv2-32906	-	-	-	-	-	-
Palv2-32907	-	EVM0041085	-	-	Peu2-17105	Pde11A001750
Palv2-32908	-	-	-	-	-	-
Palv2-32909	-	EVM0020168	-	-	Peu2-17110	-
Palv2-32910	-	-	Potri.011G019750	-	Peu2-17109	Pde11A001770
Palv2-32911	-	-	-	-	-	-
Palv2-32912	-	EVM0014550	-	-	Peu2-17107	Pde11A001790
Palv2-32913	-	-	-	-	-	-
Palv2-32914	-	EVM0009479	-	-	Peu2-17106	Pde11A001810
Palv2-32915	-	-	-	-	Peu2-17104	-
Palv2-32916	-	EVM0016113	-	-	-	Pde11A001820
Palv2-32917	-	-	-	-	-	-
Palv2-32918	-	-	-	-	-	-
Palv2-32919	-	EVM0030652	-	-	Peu2-17124	-
Palv2-32920	-	EVM0028159	-	-	Peu2-17101	Pde11A001830
Palv2-32921	Ide2-03751	EVM0020539	Potri.011G020900	PAxG11Gg0012300	Peu2-17100	Pde11A001860
Palv2-32922	Ide2-03750	EVM0035555	Potri.011G021000	PAxG11Gg0012500	Peu2-17099	Pde11A001870
Palv2-32923	Ide2-03749	EVM0021554	Potri.011G021100	PAxG11Gg0012700	Peu2-17098	Pde11A001890
Palv2-32924	Ide2-03748	EVM0031822	Potri.011G021216	-	Peu2-17097	Pde11A001900
Palv2-32925	-	-	-	-	-	-
Palv2-32926	Ide2-03747	-	Potri.011G021700	-	Peu2-17095	Pde11A001940
Palv2-32927	Ide2-03746	EVM0034622	Potri.011G021800	-	Peu2-17094	Pde11A001950
Palv2-32928	-	-	Potri.011G021900	PAxG11Gg0013000	-	Pde11A001960
Palv2-32929	Ide2-23053	EVM0001668	Potri.011G022000	PAxG04Gg0001900	Peu2-12519	Pde11A001970
Palv2-32930	Ide2-03745	EVM0035167	Potri.011G022300	PAxG11Gg0013200	Peu2-17093	Pde11A002000
Palv2-32931	-	EVM0031894	Potri.011G022400	PAxG11Gg0013300	Peu2-17092	-
Palv2-32932	Ide2-03744	EVM0035709	Potri.011G022500	PAxG11Gg0013500	Peu2-17091	Pde11A002010
Palv2-32933	Ide2-03743	EVM0024321	Potri.011G022600	PAxG11Gg0013600	Peu2-17090	Pde11A002030
Palv2-32934	Ide2-03742	EVM0030348	Potri.011G022800	PAxG11Gg0013700	Peu2-17088	Pde11A002050
Palv2-32935	Ide2-03741	EVM0017590	Potri.011G022900	PAxG11Gg0013800	Peu2-17087	Pde11A002060
Palv2-32936	Ide2-03740	EVM0027706	Potri.011G023000	-	Peu2-17086	Pde11A002070
Palv2-32937	Ide2-03739	EVM0014112	Potri.011G023100	-	Peu2-17085	Pde11A002080
Palv2-32938	Ide2-03738	EVM0016235	Potri.011G023200	PAxG11Gg0014100	Peu2-17084	Pde11A002090
Palv2-32939	-	-	-	-	-	-
Palv2-32940	Ide2-03737	EVM0022490	Potri.011G023301	PAxG11Gg0014400	Peu2-17083	Pde11A002110
Palv2-32941	Ide2-03736	EVM0024134	Potri.011G023401	PAxG11Gg0014500	Peu2-17082	Pde11A002120
Palv2-32942	-	-	-	-	-	-
Palv2-32943	Ide2-03734	EVM0008597	Potri.011G023500	PAxG11Gg0014700	Peu2-17081	Pde11A002130
Palv2-32944	Ide2-03733	EVM0002933	Potri.011G023600	PAxG11Gg0014800	-	Pde11A002140
Palv2-32945	-	-	-	-	Peu2-17080	Pde11A002150
Palv2-32946	Ide2-03731	EVM0003262	-	-	Peu2-17079	Pde11A002160
Palv2-32947	Ide2-03730	EVM0025978	Potri.011G023900	PAxG11Gg0015000	Peu2-17078	Pde11A002170
Palv2-32948	Ide2-03729	EVM0001022	Potri.011G024000	PAxG11Gg0015100	Peu2-17077	Pde11A002180
Palv2-32949	Ide2-03728	EVM0026794	Potri.011G024100	PAxG11Gg0015200	Peu2-17076	Pde11A002190
Palv2-32950	Ide2-03727	-	Potri.011G024200	-	Peu2-17075	Pde11A002200
Palv2-32951	Ide2-03720	EVM0011155	Potri.011G024300	PAxG11Gg0015300	Peu2-17074	Pde11A002210
Palv2-32952	Ide2-03719	-	Potri.011G024600	-	Peu2-17072	Pde11A002240
Palv2-32953	Ide2-03718	EVM0007127	Potri.011G024700	PAxG11Gg0015700	Peu2-17071	Pde11A002250
Palv2-32954	Ide2-03717	EVM0022865	Potri.011G024800	-	Peu2-17070	Pde11A002260
Palv2-32955	Ide2-03716	EVM0017030	Potri.011G024900	PAxG11Gg0015900	Peu2-17069	Pde11A002270
Palv2-32956	Ide2-03715	-	Potri.011G025000	PAxG11Gg0016200	Peu2-17067	Pde11A002280
Palv2-32957	Ide2-03713	-	Potri.011G025100	PAxG11Gg0016300	Peu2-17065	Pde11A002290
Palv2-32958	Ide2-03712	EVM0019034	Potri.011G025200	PAxG11Gg0016400	Peu2-17064	Pde11A002300
Palv2-32959	-	EVM0035077	Potri.011G025300	PAxG11Gg0016500	Peu2-17063	Pde11A002310
Palv2-32960	Ide2-03711	EVM0011806	Potri.011G025400	PAxG11Gg0016600	Peu2-17062	-
Palv2-32961	Ide2-03710	EVM0041554	Potri.011G025500	PAxG11Gg0016700	Peu2-17061	Pde11A002320
Palv2-32962	Ide2-03709	EVM0033540	Potri.011G025700	PAxG11Gg0016900	Peu2-17060	Pde11A002340
Palv2-32963	Ide2-23231	-	-	-	-	-
Palv2-32964	Ide2-03708	-	Potri.011G025800	-	Peu2-17059	Pde11A002360
Palv2-32965	Ide2-03702	EVM0019086	Potri.011G025900	PAxG11Gg0017300	Peu2-17058	Pde11A002380
Palv2-32966	Ide2-03701	EVM0025855	Potri.011G025966	PAxG11Gg0017400	Peu2-17057	Pde11A002390
Palv2-32967	-	-	-	-	-	-
Palv2-32968	Ide2-03700	EVM0021814	Potri.011G026032	-	Peu2-17055	Pde11A002400
Palv2-32969	Ide2-03699	EVM0010934	Potri.011G026100	PAxG11Gg0017500	Peu2-17054	Pde11A002410
Palv2-32970	Ide2-03698	EVM0021035	Potri.011G026200	PAxG11Gg0017600	Peu2-17052	Pde11A002420
Palv2-32971	-	-	-	-	-	-
Palv2-32972	Ide2-03697	-	Potri.011G026600	-	Peu2-17047	-
Palv2-32973	Ide2-03694	-	Potri.011G026700	-	Peu2-17046	Pde11A002460
Palv2-32974	-	EVM0016953	-	-	-	Pde11A002470
Palv2-32975	Ide2-03693	EVM0038971	Potri.011G026900	PAxG11Gg0018300	Peu2-17045	Pde11A002480
Palv2-32976	-	-	-	-	-	-
Palv2-32977	Ide2-03692	EVM0016552	Potri.011G027300	-	Peu2-17043	-
Palv2-32978	-	EVM0035542	Potri.011G027400	PAxG11Gg0018600	Peu2-17042	Pde11A002510
Palv2-32979	Ide2-03690	-	Potri.011G027501	-	Peu2-17041	Pde11A002540
Palv2-32980	Ide2-03676	-	-	PAxG11Gg0021700	-	-
Palv2-32981	-	EVM0026047	Potri.011G027600	-	Peu2-17040	Pde11A002560
Palv2-32982	Ide2-03688	EVM0035100	Potri.011G028100	PAxG11Gg0021200	Peu2-17039	Pde11A002610
Palv2-32983	-	-	-	PAxG11Gg0021300	-	Pde11A002650
Palv2-32985	Ide2-03682	-	Potri.011G028500	-	Peu2-17037	Pde11A002690
Palv2-32986	Ide2-03681	EVM0008101	Potri.011G028600	-	Peu2-17036	-
Palv2-32987	Ide2-03680	-	-	-	-	-
Palv2-32988	Ide2-03679	-	Potri.011G028700	-	Peu2-17035	-
Palv2-32989	-	-	-	-	-	Pde11A002770
Palv2-32990	Ide2-03678	EVM0000877	Potri.011G028800	-	Peu2-17034	Pde11A002800
Palv2-32991	-	EVM0001496	Potri.011G029000	PAxG11Gg0022200	-	Pde11A002860
Palv2-32992	-	EVM0030927	-	-	-	-
Palv2-32993	-	-	-	-	-	-
Palv2-32994	Ide2-03675	EVM0019434	Potri.011G029800	-	Peu2-17033	Pde11A002870
Palv2-32995	-	EVM0014286	Potri.011G030212	-	Peu2-17032	-
Palv2-32996	-	-	Potri.011G030400	PAxG11Gg0021800	Peu2-17030	-
Palv2-32997	Ide2-23320	-	Potri.011G030500	PAxG04Gg0022800	Peu2-17029	Pde11A002880
Palv2-32998	Ide2-03673	EVM0005231	Potri.011G030650	-	Peu2-17028	Pde11A002890
Palv2-32999	-	EVM0008624	Potri.011G029201	-	-	Pde11A002720
Palv2-33000	-	-	-	-	-	-
Palv2-33001	-	-	Potri.011G030800	PAxG11Gg0023300	Peu2-17026	-
Palv2-33002	-	-	-	-	-	-
Palv2-33003	Ide2-03668	EVM0013314	Potri.011G030900	PAxG11Gg0023800	Peu2-17025	Pde11A002900
Palv2-33004	Ide2-03667	EVM0033248	Potri.011G031000	PAxG11Gg0023900	Peu2-17024	Pde11A002910
Palv2-33005	Ide2-03666	-	Potri.011G031100	PAxG11Gg0024000	Peu2-17023	Pde11A002920
Palv2-33006	Ide2-03665	EVM0018381	Potri.011G031200	PAxG11Gg0024100	Peu2-17022	Pde11A002930
Palv2-33007	Ide2-03664	EVM0023051	Potri.011G031300	PAxG11Gg0024200	Peu2-17021	Pde11A002940
Palv2-33008	Ide2-03662	EVM0015664	Potri.011G031500	PAxG11Gg0024300	Peu2-17020	Pde11A002960
Palv2-33009	Ide2-03661	EVM0013866	Potri.011G031600	-	Peu2-17019	Pde11A002970
Palv2-33010	-	EVM0025485	Potri.011G031700	-	Peu2-17018	Pde11A002980
Palv2-33011	-	-	-	-	-	-
Palv2-33012	-	-	-	-	Peu2-17017	-
Palv2-33013	Ide2-03660	EVM0029831	Potri.011G031800	-	Peu2-17016	Pde11A002990
Palv2-33014	Ide2-03659	-	Potri.011G031900	PAxG11Gg0024500	Peu2-17015	Pde11A003010
Palv2-33015	Ide2-03658	EVM0025407	Potri.011G032100	PAxG11Gg0024700	Peu2-17014	Pde11A003030
Palv2-33016	Ide2-03657	EVM0026782	Potri.011G032200	-	Peu2-17013	Pde11A003040
Palv2-33017	Ide2-23300	EVM0036250	Potri.011G032300	PAxG11Gg0024900	Peu2-17012	Pde11A003050
Palv2-33018	-	-	-	-	-	-
Palv2-33019	Ide2-23299	-	-	-	-	-
Palv2-33020	-	-	-	-	-	-
Palv2-33021	Ide2-03653	-	-	-	-	-
Palv2-33022	-	-	Potri.011G032312	PAxG11Gg0025000	Peu2-17011	Pde11A003060
Palv2-33023	Ide2-03650	EVM0021123	Potri.011G032400	PAxG11Gg0025100	Peu2-17010	Pde11A003070
Palv2-33024	Ide2-03647	EVM0041855	Potri.011G032500	PAxG11Gg0025200	Peu2-17008	Pde11A003080
Palv2-33025	Ide2-03645	EVM0022722	Potri.011G032600	PAxG11Gg0025400	Peu2-17007	Pde11A003090
Palv2-33026	Ide2-03644	EVM0030779	Potri.011G032700	-	Peu2-17005	Pde11A003100
Palv2-33027	Ide2-03642	EVM0023289	Potri.011G032900	-	Peu2-17004	Pde11A003120
Palv2-33028	Ide2-03641	EVM0028139	Potri.011G033000	PAxG11Gg0025800	Peu2-17003	Pde11A003150
Palv2-33029	-	-	-	PAxG11Gg0025900	-	-
Palv2-33030	Ide2-03640	EVM0033768	Potri.011G033100	PAxG11Gg0026000	Peu2-17002	Pde11A003170
Palv2-33031	Ide2-03639	EVM0021160	Potri.011G033300	PAxG11Gg0026100	Peu2-17001	Pde11A003180
Palv2-33032	-	-	-	-	-	-
Palv2-33033	Ide2-03636	-	Potri.011G035600	PAxG11Gg0026200	Peu2-17000	Pde11A003200
Palv2-33034	Ide2-03633	-	Potri.011G035700	-	Peu2-16998	Pde11A003230
Palv2-33035	-	-	Potri.011G035901	-	Peu2-16997	Pde11A003300
Palv2-33036	-	EVM0037387	-	-	-	-
Palv2-33037	-	-	-	-	-	-
Palv2-33038	-	-	-	-	-	-
Palv2-33039	-	-	-	-	-	-
Palv2-33040	-	-	-	-	-	-
Palv2-33041	-	-	-	-	-	-
Palv2-33042	-	-	-	PAxG11Gg0026400	-	Pde11A003240
Palv2-33043	-	-	-	-	-	-
Palv2-33044	-	-	-	PAxG11Gg0026700	-	-
Palv2-33045	-	EVM0027246	-	-	-	-
Palv2-33046	-	-	-	-	-	-
Palv2-33047	-	-	-	-	-	-
Palv2-33048	-	-	-	-	Peu2-16995	Pde11A003270
Palv2-33049	-	-	-	-	-	-
Palv2-33050	-	-	-	-	-	-
Palv2-33051	-	-	-	-	-	-
Palv2-33052	-	EVM0031990	Potri.011G037100	-	-	Pde11A003470
Palv2-33053	Ide2-03617	-	Potri.011G037200	PAxG11Gg0028600	Peu2-16990	Pde11A003480
Palv2-33054	Ide2-03615	EVM0012089	Potri.011G037300	-	Peu2-16989	Pde11A003500
Palv2-33055	Ide2-03614	-	-	-	Peu2-16988	-
Palv2-33056	-	EVM0013472	Potri.011G037800	PAxG11Gg0029000	Peu2-16986	-
Palv2-33057	-	EVM0022228	Potri.011G038100	-	Peu2-16985	Pde11A003510
Palv2-33058	-	EVM0023964	Potri.011G038401	-	Peu2-16984	Pde11A003520
Palv2-33059	-	EVM0034033	Potri.011G038512	PAxG11Gg0029100	Peu2-16983	Pde11A003530
